,attention -> next-week abnormal volume,attention -> next-week return,attention (reversal-controlled) -> return,momentum (last-week return) -> return,GNN forecast -> same-week abnormal volume,GNN forecast -> same-week return
2023-03-03,0.2612942612942613,-0.13919413919413917,-0.152014652014652,-0.36653796653796655,,
2023-03-10,-0.0115995115995116,-0.06715506715506715,-0.163003663003663,0.3096525096525097,,
2023-03-17,0.0989010989010989,0.2631257631257631,0.29304029304029305,-0.0972972972972973,,
2023-03-24,0.045177045177045176,0.013431013431013432,0.03479853479853479,-0.174002574002574,,
2023-03-31,0.27350427350427353,-0.20757020757020758,-0.19597069597069594,-0.2851994851994852,,
2023-04-07,-0.07081807081807082,0.1575091575091575,0.17399267399267399,0.00797940797940798,,
2023-04-14,0.33760683760683763,-0.06166056166056166,-0.05738705738705738,0.06332046332046333,,
2023-04-21,0.25579975579975583,0.01587301587301587,-0.06593406593406594,-0.07516087516087518,,
2023-04-28,-0.12332112332112331,-0.4133089133089133,-0.3968253968253968,-0.03758043758043759,,
2023-05-05,0.14774114774114774,0.46092796092796096,0.48473748473748474,-0.174002574002574,,
2023-05-12,-0.16422466422466422,0.13919413919413917,0.13125763125763126,0.10115830115830116,,
2023-05-19,-0.0293040293040293,0.25579975579975583,0.15445665445665446,0.4558558558558559,,
2023-05-26,-0.017704517704517704,-0.540903540903541,-0.2216117216117216,-0.348005148005148,,
2023-06-02,0.14774114774114774,-0.14224664224664224,0.17643467643467645,0.4146718146718147,,
2023-06-09,0.16605616605616605,-0.1794871794871795,-0.2222222222222222,-0.03294723294723295,,
2023-06-16,0.30158730158730157,-0.029914529914529916,-0.04456654456654456,-0.2682110682110682,,
2023-06-23,0.23076923076923078,0.03968253968253968,0.05372405372405373,0.011068211068211068,,
2023-06-30,0.052503052503052504,-0.33333333333333326,-0.33333333333333326,0.3047619047619048,,
2023-07-07,0.2881562881562881,0.2643467643467643,0.3724053724053724,-0.348005148005148,,
2023-07-14,0.15384615384615385,-0.16788766788766787,-0.07142857142857142,-0.3994851994851995,,
2023-07-21,0.18437118437118435,-0.07631257631257632,-0.12087912087912088,-0.4906048906048906,,
2023-07-28,0.20757020757020758,0.23076923076923078,0.24236874236874237,-0.3894465894465895,,
2023-08-04,0.07264957264957266,0.14224664224664224,0.03540903540903541,0.3737451737451738,,
2023-08-11,0.1111111111111111,0.315018315018315,0.18192918192918192,0.22676962676962678,,
2023-08-18,0.30097680097680096,0.22283272283272282,0.08669108669108669,0.28777348777348777,,
2023-08-25,-0.2295482295482295,0.0006105006105006105,0.001221001221001221,-0.001287001287001287,,
2023-09-01,-0.18315018315018314,-0.3229548229548229,-0.3235653235653235,-0.12175032175032177,,
2023-09-08,0.047619047619047616,-0.13736263736263737,-0.1343101343101343,0.01621621621621622,,
2023-09-15,0.1111111111111111,0.05555555555555555,0.05006105006105006,0.059459459459459456,,
2023-09-22,0.006715506715506716,0.2063492063492063,0.14285714285714285,-0.5554697554697555,,
2023-09-29,0.11294261294261294,-0.3028083028083028,-0.3302808302808303,0.22676962676962678,,
2023-10-06,0.2564102564102564,-0.005494505494505494,-0.1105006105006105,-0.15804375804375803,,
2023-10-13,-0.043345543345543344,-0.12271062271062269,-0.06043956043956044,0.029601029601029602,,
2023-10-20,0.19474969474969472,0.15018315018315015,-0.08363858363858362,0.16370656370656372,,
2023-10-27,-0.04151404151404151,0.07326007326007326,0.05067155067155067,-0.0815958815958816,,
2023-11-03,-0.3681318681318681,0.16178266178266176,0.29609279609279604,0.06743886743886744,,
2023-11-10,-0.1562881562881563,0.23382173382173382,0.1282051282051282,-0.357014157014157,,
2023-11-17,0.07264957264957266,0.35958485958485964,0.29609279609279604,-0.1045045045045045,,
2023-11-24,-0.22405372405372403,-0.21672771672771673,-0.2509157509157509,-0.25045045045045045,,
2023-12-01,-0.20024420024420023,0.15567765567765565,0.14835164835164835,0.39202059202059203,,
2023-12-08,-0.28266178266178266,-0.10866910866910866,-0.1349206349206349,0.17503217503217505,,
2023-12-15,-0.001221001221001221,0.018315018315018316,0.053113553113553105,-0.23011583011583012,,
2023-12-22,-0.09462759462759461,-0.17765567765567764,-0.13858363858363856,-0.23397683397683397,,
2023-12-29,0.17643467643467645,0.03907203907203907,0.015262515262515262,0.3835263835263836,,
2024-01-05,-0.03418803418803419,0.3107448107448107,0.27106227106227104,-0.06743886743886744,,
2024-01-12,-0.27289377289377287,0.10500610500610501,-0.21916971916971917,0.6218790218790219,,
2024-01-19,-0.3302808302808303,0.2673992673992674,0.2704517704517705,0.22084942084942086,,
2024-01-26,0.44932844932844934,0.2667887667887668,0.30097680097680096,-0.016473616473616476,,
2024-02-02,0.07203907203907202,0.03174603174603174,-0.009157509157509158,0.15160875160875162,,
2024-02-09,-0.24297924297924298,0.17887667887667885,0.1684981684981685,0.03886743886743887,,
2024-02-16,0.10500610500610501,0.12759462759462756,0.12576312576312576,-0.24350064350064354,,
2024-02-23,-0.3095238095238095,0.1282051282051282,0.11416361416361415,-0.29961389961389956,,
2024-03-01,0.3559218559218559,0.6147741147741148,0.6239316239316238,-0.050450450450450456,,
2024-03-08,-0.11355311355311355,0.17338217338217338,0.12759462759462756,-0.08236808236808237,,
2024-03-15,0.2802197802197802,-0.14163614163614163,-0.13553113553113552,0.14157014157014158,,
