a,b,distance,peak_corr,theme
Nuclear power,Tesla,4,0.13004616658098775,ai-buildout
SMR,Natural gas,3,0.08186310127348058,ai-buildout
SMR,Constellation,2,0.2353338684272234,ai-buildout
SMR,NextEra,3,0.04376122500018922,ai-buildout
SMR,Vistra,3,0.17972646545646742,ai-buildout
SMR,GE Vernova,3,0.08068651421755657,ai-buildout
SMR,Electrical grid,3,0.10678479941850873,ai-buildout
SMR,Transformer (device),4,0.05610567918285461,ai-buildout
SMR,Quanta Services,4,0.04832652259377759,ai-buildout
SMR,Eaton,4,0.08867255597310916,ai-buildout
SMR,Copper,4,0.07901372045178345,ai-buildout
SMR,Uranium,2,0.09484996527741564,ai-buildout
SMR,Tesla,5,0.09766700976520235,ai-buildout
Natural gas,Constellation,2,0.0667686220748111,ai-buildout
Natural gas,NextEra,2,0.06826551718431219,ai-buildout
Natural gas,Vistra,2,0.006858562949379413,ai-buildout
Natural gas,GE Vernova,2,0.16389433474560955,ai-buildout
Natural gas,Electrical grid,2,0.20717979234170575,ai-buildout
Natural gas,Transformer (device),3,0.20928200013339215,ai-buildout
Natural gas,Quanta Services,3,0.08649158388782252,ai-buildout
Natural gas,Eaton,3,0.08569668288518477,ai-buildout
Natural gas,Copper,3,0.26645345964695577,ai-buildout
Natural gas,Uranium,3,0.23464303086263646,ai-buildout
Natural gas,Tesla,4,0.09147349322289623,ai-buildout
Constellation,NextEra,2,0.12609100514423774,ai-buildout
Constellation,Vistra,2,0.30817306026285535,ai-buildout
Constellation,GE Vernova,2,0.08406354401215864,ai-buildout
Constellation,Electrical grid,2,0.056739385571896735,ai-buildout
Constellation,Transformer (device),3,0.042305233524040815,ai-buildout
Constellation,Quanta Services,3,0.10847308145723683,ai-buildout
Constellation,Eaton,3,0.034930546230720436,ai-buildout
Constellation,Copper,3,0.04005030687060922,ai-buildout
Constellation,Uranium,2,0.08367562096963502,ai-buildout
Constellation,Tesla,4,0.09881890210954043,ai-buildout
NextEra,Vistra,2,0.06851632128204345,ai-buildout
NextEra,GE Vernova,2,0.07678787432317816,ai-buildout
NextEra,Electrical grid,2,0.08473594450646901,ai-buildout
NextEra,Transformer (device),3,0.07485793127947549,ai-buildout
NextEra,Quanta Services,3,0.06377031545220314,ai-buildout
NextEra,Eaton,3,0.12062639048019366,ai-buildout
NextEra,Copper,3,0.05745830220467426,ai-buildout
NextEra,Uranium,3,0.08252097034142657,ai-buildout
NextEra,Tesla,4,0.08163462319018866,ai-buildout
Vistra,GE Vernova,2,0.14550942915936,ai-buildout
Vistra,Electrical grid,2,0.09601345595421616,ai-buildout
Vistra,Transformer (device),3,0.027852833135911463,ai-buildout
Vistra,Quanta Services,3,0.09458520144147488,ai-buildout
Vistra,Eaton,3,0.030124518176087803,ai-buildout
Vistra,Copper,3,0.0231972247270211,ai-buildout
Vistra,Uranium,3,0.0329551099976758,ai-buildout
Vistra,Tesla,4,0.09487706623558992,ai-buildout
GE Vernova,Electrical grid,2,0.08828542242888648,ai-buildout
GE Vernova,Transformer (device),3,0.1271294218916565,ai-buildout
GE Vernova,Quanta Services,3,0.06796342973101717,ai-buildout
GE Vernova,Eaton,3,0.014561342477677711,ai-buildout
GE Vernova,Copper,3,0.06654109363748142,ai-buildout
GE Vernova,Uranium,3,0.043237653370930496,ai-buildout
GE Vernova,Tesla,4,0.1119631347341065,ai-buildout
Electrical grid,Transformer (device),1,0.27059187096111803,ai-buildout
Electrical grid,Quanta Services,1,0.05570045195156186,ai-buildout
Electrical grid,Eaton,1,0.08402950862738079,ai-buildout
Electrical grid,Copper,1,0.287734916894338,ai-buildout
Electrical grid,Uranium,3,0.16041802216847711,ai-buildout
Electrical grid,Tesla,4,0.08801789357848684,ai-buildout
Transformer (device),Quanta Services,2,0.09268767984178317,ai-buildout
Transformer (device),Eaton,2,0.09574876534969229,ai-buildout
Transformer (device),Copper,2,0.34800221503642953,ai-buildout
Transformer (device),Uranium,4,0.11391890462356238,ai-buildout
Transformer (device),Tesla,5,0.1067201619630967,ai-buildout
Quanta Services,Eaton,2,0.11724528042843488,ai-buildout
Quanta Services,Copper,2,0.10393146049922783,ai-buildout
Quanta Services,Uranium,4,0.05692641535115925,ai-buildout
Quanta Services,Tesla,5,0.009896019803876483,ai-buildout
Eaton,Copper,2,0.14407810229682605,ai-buildout
Eaton,Uranium,4,0.07182085941823627,ai-buildout
Eaton,Tesla,5,0.07289564414916797,ai-buildout
Copper,Uranium,4,0.15730635448485905,ai-buildout
Copper,Tesla,5,0.08458773264054349,ai-buildout
Uranium,Tesla,5,0.0644790007249566,ai-buildout
Semaglutide,Tirzepatide,2,0.1990810402632217,glp1
Semaglutide,GLP-1,1,0.24307572911081746,glp1
Semaglutide,Novo Nordisk,1,0.18462218165223773,glp1
Semaglutide,Eli Lilly,3,0.18496659695338574,glp1
Semaglutide,Obesity,1,0.09884066905297877,glp1
Semaglutide,Weight loss,1,0.0677463739340239,glp1
Semaglutide,Bariatric surgery,2,0.03658753060541197,glp1
Semaglutide,Compounding,1,0.07086971242976307,glp1
Semaglutide,Catalent,2,0.02462285587119433,glp1
Semaglutide,WeightWatchers,2,0.008140710499097398,glp1
Semaglutide,PepsiCo,2,0.0864772657932582,glp1
Semaglutide,Mondelez,2,0.088966965882545,glp1
Semaglutide,DaVita,2,0.07550896760915891,glp1
Semaglutide,Hims & Hers,2,0.05119819259767205,glp1
Tirzepatide,GLP-1,1,0.11545028824238708,glp1
Tirzepatide,Novo Nordisk,3,0.026366727660896254,glp1
Tirzepatide,Eli Lilly,1,0.025108144113618735,glp1
Tirzepatide,Obesity,3,0.0870200548793718,glp1
Tirzepatide,Weight loss,3,-0.0005205002886828319,glp1
Tirzepatide,Bariatric surgery,2,0.014064128171107101,glp1
Tirzepatide,Compounding,3,0.060123277886087755,glp1
Tirzepatide,Catalent,4,0.05359164892253551,glp1
Tirzepatide,WeightWatchers,2,0.03515122520299173,glp1
Tirzepatide,PepsiCo,2,0.08413314664057088,glp1
Tirzepatide,Mondelez,2,0.09920528990722773,glp1
Tirzepatide,DaVita,2,0.07587819563875331,glp1
Tirzepatide,Hims & Hers,4,0.06094851106000307,glp1
GLP-1,Novo Nordisk,2,0.051391793721104556,glp1
GLP-1,Eli Lilly,2,0.045171016230047135,glp1
GLP-1,Obesity,2,0.01733470059238759,glp1
GLP-1,Weight loss,2,0.062342572941132116,glp1
GLP-1,Bariatric surgery,1,0.0384351076673688,glp1
GLP-1,Compounding,2,0.07959294625181637,glp1
GLP-1,Catalent,3,0.050908992257358655,glp1
GLP-1,WeightWatchers,1,0.018158974432010887,glp1
GLP-1,PepsiCo,1,0.057504901933251425,glp1
GLP-1,Mondelez,1,0.07418694370650702,glp1
GLP-1,DaVita,1,0.08607544167621498,glp1
GLP-1,Hims & Hers,3,0.08530759143737747,glp1
Novo Nordisk,Eli Lilly,4,0.10539435388543492,glp1
Novo Nordisk,Obesity,2,0.05277916979701841,glp1
Novo Nordisk,Weight loss,2,0.05858853330307349,glp1
Novo Nordisk,Bariatric surgery,3,0.2147560415634707,glp1
Novo Nordisk,Compounding,2,0.059832762742774555,glp1
Novo Nordisk,Catalent,1,0.11288250737632478,glp1
Novo Nordisk,WeightWatchers,3,0.07288387605491163,glp1
Novo Nordisk,PepsiCo,3,0.047104485038301586,glp1
Novo Nordisk,Mondelez,3,0.08040272291783106,glp1
Novo Nordisk,DaVita,3,0.1315698785040565,glp1
Novo Nordisk,Hims & Hers,3,0.05474612165287095,glp1
Eli Lilly,Obesity,4,0.2103646878555624,glp1
Eli Lilly,Weight loss,4,0.09909264908247722,glp1
Eli Lilly,Bariatric surgery,3,0.08189592983548902,glp1
Eli Lilly,Compounding,4,0.065271692046833,glp1
Eli Lilly,Catalent,5,0.08361017721382832,glp1
Eli Lilly,WeightWatchers,3,0.024088969356059548,glp1
Eli Lilly,PepsiCo,3,0.07252241186018331,glp1
Eli Lilly,Mondelez,3,0.0750087200994738,glp1
Eli Lilly,DaVita,3,0.026985399002236957,glp1
Eli Lilly,Hims & Hers,5,0.030426946555183274,glp1
Obesity,Weight loss,2,0.10482526153055008,glp1
Obesity,Bariatric surgery,3,0.08094118301368505,glp1
Obesity,Compounding,2,0.07512545767926157,glp1
Obesity,Catalent,3,0.03490919808358026,glp1
Obesity,WeightWatchers,3,0.054614219820327596,glp1
Obesity,PepsiCo,3,0.15011315968599043,glp1
Obesity,Mondelez,3,0.1536409873733977,glp1
Obesity,DaVita,3,0.06599191150528343,glp1
Obesity,Hims & Hers,3,0.1841109213476045,glp1
Weight loss,Bariatric surgery,3,0.0733364397737112,glp1
Weight loss,Compounding,2,0.07227387450549987,glp1
Weight loss,Catalent,3,0.0695913008722804,glp1
Weight loss,WeightWatchers,3,0.05399107005277206,glp1
Weight loss,PepsiCo,3,0.14604983729675095,glp1
Weight loss,Mondelez,3,0.0917421474705409,glp1
Weight loss,DaVita,3,0.07013324520039466,glp1
Weight loss,Hims & Hers,3,0.13796474464504313,glp1
Bariatric surgery,Compounding,3,0.03824624709363588,glp1
Bariatric surgery,Catalent,4,0.07912795479264514,glp1
Bariatric surgery,WeightWatchers,2,0.06950976685742402,glp1
Bariatric surgery,PepsiCo,2,0.07790752905105397,glp1
Bariatric surgery,Mondelez,2,0.13613681182971052,glp1
Bariatric surgery,DaVita,2,0.0766702963043631,glp1
Bariatric surgery,Hims & Hers,4,0.0695522420266641,glp1
Compounding,Catalent,3,0.047976178738027536,glp1
Compounding,WeightWatchers,3,0.06629222898810641,glp1
Compounding,PepsiCo,3,0.07160692459922084,glp1
Compounding,Mondelez,3,0.12087780838144183,glp1
Compounding,DaVita,3,0.04500896949325618,glp1
Compounding,Hims & Hers,1,0.08386584854854451,glp1
Catalent,WeightWatchers,4,0.07760248427784464,glp1
Catalent,PepsiCo,4,0.06874261399218005,glp1
Catalent,Mondelez,4,0.11687403347007704,glp1
Catalent,DaVita,4,0.08251698624327565,glp1
Catalent,Hims & Hers,4,0.11167636940570076,glp1
WeightWatchers,PepsiCo,2,0.08990554884382575,glp1
WeightWatchers,Mondelez,2,0.10483125457652154,glp1
WeightWatchers,DaVita,2,0.049177225695788,glp1
WeightWatchers,Hims & Hers,4,0.06314214501982222,glp1
PepsiCo,Mondelez,2,0.325693224911723,glp1
PepsiCo,DaVita,2,0.024416362677383466,glp1
PepsiCo,Hims & Hers,4,0.1071818099255061,glp1
Mondelez,DaVita,2,0.035035127856603364,glp1
Mondelez,Hims & Hers,4,0.08374545244474967,glp1
DaVita,Hims & Hers,4,0.033628861165437646,glp1
EV,Tesla,1,0.10492149259038146,ev-battery
EV,BYD,1,0.06549922514696657,ev-battery
EV,Rivian,1,0.08074646921222996,ev-battery
EV,Lucid,1,0.06642402069296324,ev-battery
EV,Li-ion battery,1,0.2879375838509471,ev-battery
EV,Solid-state battery,2,0.02004562043697517,ev-battery
EV,CATL,2,0.0700858662816575,ev-battery
EV,Panasonic,2,0.04132810419686065,ev-battery
EV,LG Energy Solution,2,0.0839005555702588,ev-battery
EV,Lithium,2,0.09473652717044106,ev-battery
EV,Cobalt,2,0.10879921641621028,ev-battery
EV,Nickel,2,0.12446729898517542,ev-battery
EV,Graphite,2,0.202262964919885,ev-battery
EV,Albemarle,3,0.0695999713105814,ev-battery
EV,Charging station,1,0.18864696876374532,ev-battery
Tesla,BYD,2,0.04296438919288744,ev-battery
Tesla,Rivian,2,0.12503653397431944,ev-battery
Tesla,Lucid,2,0.1004591991203681,ev-battery
Tesla,Li-ion battery,1,0.12769428865884902,ev-battery
Tesla,Solid-state battery,2,0.13265970365916874,ev-battery
Tesla,CATL,2,0.061996912017391166,ev-battery
Tesla,Panasonic,2,0.0267990737118008,ev-battery
Tesla,LG Energy Solution,2,0.07267204746174023,ev-battery
Tesla,Lithium,2,0.07361100745028792,ev-battery
Tesla,Cobalt,2,0.12961530135688784,ev-battery
Tesla,Nickel,2,0.0934351277145025,ev-battery
Tesla,Graphite,2,0.04620558685272064,ev-battery
Tesla,Albemarle,3,0.08887260552983829,ev-battery
Tesla,Charging station,2,0.046929663093113985,ev-battery
BYD,Rivian,2,0.02736037794769716,ev-battery
BYD,Lucid,2,0.07696170497175574,ev-battery
BYD,Li-ion battery,1,0.0946373844882162,ev-battery
BYD,Solid-state battery,2,0.039056312569821484,ev-battery
BYD,CATL,2,0.05188218141689386,ev-battery
BYD,Panasonic,2,0.10702800495093626,ev-battery
BYD,LG Energy Solution,2,0.0819692352864843,ev-battery
BYD,Lithium,2,0.06806304040975564,ev-battery
BYD,Cobalt,2,0.09188286119003884,ev-battery
BYD,Nickel,2,0.06725133233759727,ev-battery
BYD,Graphite,2,0.11012018425502546,ev-battery
BYD,Albemarle,3,0.10752079877656298,ev-battery
BYD,Charging station,2,0.06900990817715066,ev-battery
Rivian,Lucid,2,0.07945450725001817,ev-battery
Rivian,Li-ion battery,2,0.0883047559379849,ev-battery
Rivian,Solid-state battery,3,0.08755353360298886,ev-battery
Rivian,CATL,3,0.07871371331662289,ev-battery
Rivian,Panasonic,3,0.09702029297508288,ev-battery
Rivian,LG Energy Solution,3,0.0544047795497989,ev-battery
Rivian,Lithium,3,0.07699319002666836,ev-battery
Rivian,Cobalt,3,0.16453167072297623,ev-battery
Rivian,Nickel,3,0.13488906006672718,ev-battery
Rivian,Graphite,3,0.08257068055453749,ev-battery
Rivian,Albemarle,4,0.04880798863897346,ev-battery
Rivian,Charging station,2,0.08447397797885604,ev-battery
Lucid,Li-ion battery,2,0.05302316815376012,ev-battery
Lucid,Solid-state battery,3,0.15158448621457338,ev-battery
Lucid,CATL,3,0.08301507293772821,ev-battery
Lucid,Panasonic,3,-0.0010715308706411668,ev-battery
Lucid,LG Energy Solution,3,0.08608506248529191,ev-battery
Lucid,Lithium,3,0.11921936273455881,ev-battery
Lucid,Cobalt,3,0.03800806069634592,ev-battery
Lucid,Nickel,3,0.06420208184113774,ev-battery
Lucid,Graphite,3,0.07449513885296476,ev-battery
Lucid,Albemarle,4,0.04887321200526904,ev-battery
Lucid,Charging station,2,0.029026022147389904,ev-battery
Li-ion battery,Solid-state battery,1,0.1324223885004921,ev-battery
Li-ion battery,CATL,1,0.08627087846793734,ev-battery
Li-ion battery,Panasonic,1,0.08178299795238539,ev-battery
Li-ion battery,LG Energy Solution,1,0.08675702375616018,ev-battery
Li-ion battery,Lithium,1,0.28270272288028986,ev-battery
Li-ion battery,Cobalt,1,0.1779496750987689,ev-battery
Li-ion battery,Nickel,1,0.22612698479425342,ev-battery
Li-ion battery,Graphite,1,0.3080578091878687,ev-battery
Li-ion battery,Albemarle,2,0.11160055380017664,ev-battery
Li-ion battery,Charging station,2,0.1392548535567733,ev-battery
Solid-state battery,CATL,2,0.0621831823355381,ev-battery
Solid-state battery,Panasonic,2,0.04618623264880698,ev-battery
Solid-state battery,LG Energy Solution,2,0.11108811217052598,ev-battery
Solid-state battery,Lithium,2,0.02715907001627697,ev-battery
Solid-state battery,Cobalt,2,0.0464381021584769,ev-battery
Solid-state battery,Nickel,2,0.008632880052552258,ev-battery
Solid-state battery,Graphite,2,0.05378558468484938,ev-battery
Solid-state battery,Albemarle,3,0.1125665611467741,ev-battery
Solid-state battery,Charging station,3,0.02312540757817718,ev-battery
CATL,Panasonic,2,0.11141785611140026,ev-battery
CATL,LG Energy Solution,2,0.07376117192202575,ev-battery
CATL,Lithium,2,0.061788760775668666,ev-battery
CATL,Cobalt,2,0.03197906888473205,ev-battery
CATL,Nickel,2,0.022746115661131706,ev-battery
CATL,Graphite,2,0.0918073199110011,ev-battery
CATL,Albemarle,3,0.024539892717230977,ev-battery
CATL,Charging station,3,0.045551672934970505,ev-battery
Panasonic,LG Energy Solution,2,0.06843603098492378,ev-battery
Panasonic,Lithium,2,-0.008223305603081443,ev-battery
Panasonic,Cobalt,2,0.015059662366269058,ev-battery
Panasonic,Nickel,2,0.052168882178810265,ev-battery
Panasonic,Graphite,2,0.04276510711390332,ev-battery
Panasonic,Albemarle,3,0.07173788223375811,ev-battery
Panasonic,Charging station,3,0.07824090808129225,ev-battery
LG Energy Solution,Lithium,2,0.12694882757198606,ev-battery
LG Energy Solution,Cobalt,2,0.0977449145236287,ev-battery
LG Energy Solution,Nickel,2,0.11388437299702517,ev-battery
LG Energy Solution,Graphite,2,0.10241197549258597,ev-battery
LG Energy Solution,Albemarle,3,0.040043954931498,ev-battery
LG Energy Solution,Charging station,3,0.07302208924202004,ev-battery
Lithium,Cobalt,2,0.10517671087057422,ev-battery
Lithium,Nickel,2,0.2365138049239399,ev-battery
Lithium,Graphite,2,0.14876395808955123,ev-battery
Lithium,Albemarle,1,0.0844907010343704,ev-battery
Lithium,Charging station,3,0.0659754420255008,ev-battery
Cobalt,Nickel,2,0.22581140820398451,ev-battery
Cobalt,Graphite,2,0.1342929673545428,ev-battery
Cobalt,Albemarle,3,0.052558308413538556,ev-battery
Cobalt,Charging station,3,0.08011749437791384,ev-battery
Nickel,Graphite,2,0.3459960338452061,ev-battery
Nickel,Albemarle,3,0.051253839588652164,ev-battery
Nickel,Charging station,3,0.06065802626182135,ev-battery
Graphite,Albemarle,3,0.056219456957187136,ev-battery
Graphite,Charging station,3,0.1021452810997059,ev-battery
Albemarle,Charging station,4,0.03807581141428669,ev-battery
COVID-19 pandemic,Coronavirus,1,0.02224262033569335,covid
COVID-19 pandemic,Vaccine,1,0.08040443966343669,covid
COVID-19 pandemic,mRNA vaccine,2,0.19113136746500506,covid
COVID-19 pandemic,Pfizer,3,0.050545067356591075,covid
COVID-19 pandemic,BioNTech,3,0.06117064237328416,covid
COVID-19 pandemic,Moderna,3,0.23198456721646116,covid
COVID-19 pandemic,AstraZeneca,2,0.21376772621804802,covid
COVID-19 pandemic,Remdesivir,1,0.15326416515018307,covid
COVID-19 pandemic,Gilead,2,0.2836904778000764,covid
COVID-19 pandemic,Lockdown,1,0.02249525193516599,covid
COVID-19 pandemic,Zoom,2,0.16584321780870828,covid
COVID-19 pandemic,Peloton,2,0.06762537784704302,covid
COVID-19 pandemic,Cruise ship,1,0.08198642072836763,covid
COVID-19 pandemic,Carnival,2,0.05917018575842613,covid
COVID-19 pandemic,Airline,1,0.1918563965668562,covid
COVID-19 pandemic,Boeing,2,0.10838026583712235,covid
COVID-19 pandemic,PPE,1,0.1379891690591817,covid
Coronavirus,Vaccine,2,0.06787516611309552,covid
Coronavirus,mRNA vaccine,3,0.10610823055728194,covid
Coronavirus,Pfizer,4,0.1762260536941809,covid
Coronavirus,BioNTech,4,0.13152096334139984,covid
Coronavirus,Moderna,4,0.14448519553324418,covid
Coronavirus,AstraZeneca,3,0.08139598645782356,covid
Coronavirus,Remdesivir,2,0.6145323510237328,covid
Coronavirus,Gilead,3,0.22118457044763923,covid
Coronavirus,Lockdown,2,0.09256386722450258,covid
Coronavirus,Zoom,3,0.09947848734318317,covid
Coronavirus,Peloton,3,0.059474855214948205,covid
Coronavirus,Cruise ship,2,0.3126684226136485,covid
Coronavirus,Carnival,3,0.3174017666600406,covid
Coronavirus,Airline,2,0.2677532329484526,covid
Coronavirus,Boeing,3,0.19397871327750577,covid
Coronavirus,PPE,2,0.11793572857780951,covid
Vaccine,mRNA vaccine,1,0.11016048209528079,covid
Vaccine,Pfizer,2,0.19161474808037698,covid
Vaccine,BioNTech,2,0.2267992061618717,covid
Vaccine,Moderna,2,0.17507037172265774,covid
Vaccine,AstraZeneca,1,0.0897599349407213,covid
Vaccine,Remdesivir,2,0.034161546734446276,covid
Vaccine,Gilead,3,0.12131987365995686,covid
Vaccine,Lockdown,2,0.1470089090808832,covid
Vaccine,Zoom,3,0.2680031116716288,covid
Vaccine,Peloton,3,0.1659618329919723,covid
Vaccine,Cruise ship,2,0.2900491370285391,covid
Vaccine,Carnival,3,0.20117893297162498,covid
Vaccine,Airline,2,0.26227332435044654,covid
Vaccine,Boeing,3,0.13657791111912831,covid
Vaccine,PPE,2,0.29629103298278014,covid
mRNA vaccine,Pfizer,1,0.31338085875061217,covid
mRNA vaccine,BioNTech,1,0.31828269772892126,covid
mRNA vaccine,Moderna,1,0.44429082629699795,covid
mRNA vaccine,AstraZeneca,2,0.12623544526629488,covid
mRNA vaccine,Remdesivir,3,0.11407535244729068,covid
mRNA vaccine,Gilead,4,0.14408513418642138,covid
mRNA vaccine,Lockdown,3,0.1969981701848082,covid
mRNA vaccine,Zoom,4,0.07604891730546971,covid
mRNA vaccine,Peloton,4,0.10185951291135001,covid
mRNA vaccine,Cruise ship,3,0.03357615772822234,covid
mRNA vaccine,Carnival,4,0.05077618505529927,covid
mRNA vaccine,Airline,3,0.06230514603876464,covid
mRNA vaccine,Boeing,4,0.006194860841729848,covid
mRNA vaccine,PPE,3,0.062064703924332776,covid
Pfizer,BioNTech,2,0.8295298034152687,covid
Pfizer,Moderna,2,0.35341517683046586,covid
Pfizer,AstraZeneca,3,0.17636226043754033,covid
Pfizer,Remdesivir,4,0.0319751870541722,covid
Pfizer,Gilead,5,0.07832890128332178,covid
Pfizer,Lockdown,4,0.10641625117471261,covid
Pfizer,Zoom,5,0.03735127450564028,covid
Pfizer,Peloton,5,0.0028006913338006075,covid
Pfizer,Cruise ship,4,0.1082252451342444,covid
Pfizer,Carnival,5,0.03719074721563975,covid
Pfizer,Airline,4,0.12217276640112851,covid
Pfizer,Boeing,5,0.1118185427394298,covid
Pfizer,PPE,4,0.055388044319966634,covid
BioNTech,Moderna,2,0.557076909273033,covid
BioNTech,AstraZeneca,3,0.21936643619116417,covid
BioNTech,Remdesivir,4,0.09669709194441362,covid
BioNTech,Gilead,5,0.14076881519837733,covid
BioNTech,Lockdown,4,0.13081013602043468,covid
BioNTech,Zoom,5,0.033767010415141234,covid
BioNTech,Peloton,5,-0.0028931908866604546,covid
BioNTech,Cruise ship,4,0.053651134054444244,covid
BioNTech,Carnival,5,0.055683374847442554,covid
BioNTech,Airline,4,0.04381693782311842,covid
BioNTech,Boeing,5,0.008698881998856966,covid
BioNTech,PPE,4,0.01326580443934714,covid
Moderna,AstraZeneca,3,0.12429469777304247,covid
Moderna,Remdesivir,4,0.23822158535334653,covid
Moderna,Gilead,5,0.28696375874700486,covid
Moderna,Lockdown,4,0.1461674238900682,covid
Moderna,Zoom,5,0.2303211043924981,covid
Moderna,Peloton,5,0.016840664866369044,covid
Moderna,Cruise ship,4,0.028534653534980425,covid
Moderna,Carnival,5,0.062177507537083246,covid
Moderna,Airline,4,0.05807757787594851,covid
Moderna,Boeing,5,-0.009206370185682718,covid
Moderna,PPE,4,0.11884281463279228,covid
AstraZeneca,Remdesivir,3,0.12341844915052666,covid
AstraZeneca,Gilead,4,0.08646158719302308,covid
AstraZeneca,Lockdown,3,0.049303794391770364,covid
AstraZeneca,Zoom,4,0.018296612018402842,covid
AstraZeneca,Peloton,4,0.05099488160807708,covid
AstraZeneca,Cruise ship,3,0.20274331208288254,covid
AstraZeneca,Carnival,4,0.09184282077296257,covid
AstraZeneca,Airline,3,0.2258867995584928,covid
AstraZeneca,Boeing,4,0.17549162330001306,covid
AstraZeneca,PPE,3,0.10576854979470654,covid
Remdesivir,Gilead,1,0.5740016506066774,covid
Remdesivir,Lockdown,2,0.13802303557583342,covid
Remdesivir,Zoom,3,0.12058454609387137,covid
Remdesivir,Peloton,3,0.046142304455898515,covid
Remdesivir,Cruise ship,2,0.045229166340832884,covid
Remdesivir,Carnival,3,0.12275796901583848,covid
Remdesivir,Airline,2,0.007721661247940504,covid
Remdesivir,Boeing,3,-0.016812630362034082,covid
Remdesivir,PPE,2,0.05067792950568975,covid
Gilead,Lockdown,3,0.2283494844334484,covid
Gilead,Zoom,4,0.2064012327912719,covid
Gilead,Peloton,4,0.06104182816182535,covid
Gilead,Cruise ship,3,0.1153862205584786,covid
Gilead,Carnival,4,0.11636195767245817,covid
Gilead,Airline,3,0.0698431779900516,covid
Gilead,Boeing,4,0.05446281904661082,covid
Gilead,PPE,3,0.14737227353390012,covid
Lockdown,Zoom,1,0.4520208191648413,covid
Lockdown,Peloton,1,0.06825372873248234,covid
Lockdown,Cruise ship,2,0.16618844560935742,covid
Lockdown,Carnival,3,0.21353694448351604,covid
Lockdown,Airline,2,0.14793160042787484,covid
Lockdown,Boeing,3,0.0018305247692751627,covid
Lockdown,PPE,2,0.27654286677033346,covid
Zoom,Peloton,2,0.20484799613479357,covid
Zoom,Cruise ship,3,0.20042356845790896,covid
Zoom,Carnival,4,0.19802510460804146,covid
Zoom,Airline,3,0.19476113716972804,covid
Zoom,Boeing,4,0.16677199563691955,covid
Zoom,PPE,3,0.4951251865609507,covid
Peloton,Cruise ship,3,0.1730770583260369,covid
Peloton,Carnival,4,0.07473688013009737,covid
Peloton,Airline,3,0.17135184307707135,covid
Peloton,Boeing,4,0.5545953053396628,covid
Peloton,PPE,3,0.16348514421223292,covid
Cruise ship,Carnival,1,0.5946273484973943,covid
Cruise ship,Airline,2,0.7563129451021965,covid
Cruise ship,Boeing,3,0.5487310899337531,covid
Cruise ship,PPE,2,0.5832299960874521,covid
Carnival,Airline,3,0.4171201821529499,covid
Carnival,Boeing,4,0.3069745921040595,covid
Carnival,PPE,3,0.3782887849344284,covid
Airline,Boeing,1,0.6260048839199474,covid
Airline,PPE,2,0.577956413199599,covid
Boeing,PPE,3,0.48106831892092666,covid
